Length of Requisito,Nomic Topic: broad,Requisito,ID,row_number
47,Contabilidad,Comunicación telefónica y correo electrónico,b57b8b7d4d265dc3a5bdace3321a84e3,2999
34,Contabilidad,Análisis de movimientos bancarios,4db8c51854a8ce7530333eb513894a7f,869
55,Decision Making,"área aseguradora o banca (reembolsos, siniestros, HCM)",7d1d4a9dfd4bf45098f6deb34a3a55eb,3161
18,Contabilidad,Gestión de ventas,73129da0695eefdd04133183d1f80e1d,940
11,Contabilidad,Creatividad,cf387b7c4ae075b7811962ace3fc2c7a,1808
20,Decision Making,Atención al cliente,a02982a4975198566f6b97503538360b,2786
61,Contabilidad,Análisis de métricas y creación de informes de rendimiento,378dc53fd216d7e536d4e5e234e14612,4336
13,Office Administration,organizado(a),deb4d884f7dd6d51b87c26f3f81829d4,2565
29,Finanzas,Monitorear los reportes Z y X,73129da0695eefdd04133183d1f80e1d,981
58,Contabilidad,"operaciones y logística: facturación, pedidos y despacho",de5bf83641910c6e8170f61d048859fd,3407
38,Decision Making,Proyecciones económicas a nivel país,a02982a4975198566f6b97503538360b,2770
42,Contabilidad,Regulaciones contables y fiscales vigentes,2ac6eff23b66ca70c84fe7bc0fe5c145,3676
27,Contabilidad,Planificación estratégica,a02982a4975198566f6b97503538360b,2817
52,Contabilidad,Seguimiento de comprobantes de retención de compras,deb4d884f7dd6d51b87c26f3f81829d4,2578
22,Software Skills,Microsoft Office Suite,c87e36c629ca3d7f3ab9c857a5ed7538,2351
16,Software Skills,Microsoft Office,cf387b7c4ae075b7811962ace3fc2c7a,1883
94,Contabilidad,"Manejo de leyes tributarias, comerciales, laborales, aduanales, ley de Costos y Precios Justos",bd9a51caa939827b01593e92501e886b,602
58,Administración,Presentar mensualmente resultados de la gestión realizada,5b62784ef21585ec04787de6455356b6,3206
41,Gestión de Cambio,Estilo de diseño minimalista y adaptable,9e5029dc85d5fa8ce1add8c9be3433e7,4046
88,Contabilidad,"Presentación de informes: diagnostico y de gestión, reportes, provisiones, entre otros",023663246ed9fa7d1c548c0472afb7b0,4280
30,Gestión de Inventario,Gestión de equipos de trabajo,a02982a4975198566f6b97503538360b,2759
40,Contabilidad,Excelente comunicación verbal y escrita,378dc53fd216d7e536d4e5e234e14612,4307
25,Decision Making,orientación a resultados,7867fc6b6f604ca3548b15501a7b753e,1217
8,Software Skills,MS Excel,4064770554ddd1e601d13b086f54f0a3,3454
30,Contabilidad,marketing o gestión de ventas,9d6c77a00e6d2af3ea119aba8e58ea18,1543
10,Decision Making,disciplina,36fc39bda518bcd77ed99d3952665739,99
40,Contabilidad,Conocimiento en procesos de facturación,73129da0695eefdd04133183d1f80e1d,969
27,Office Administration,Administración de archivos,bd9a51caa939827b01593e92501e886b,546
19,Contabilidad,princípios da Mugo,6cc39f36dca64dcd25d352d68b01c367,400
18,Decision Making,Toma de decisiones,df0faf2a0d0cd531c12be3d1fa72fbfa,2921
20,Contabilidad,Contabilidad general,6124e3fe696f8a3d50ea1f1c4d1ffcde,3486
39,Contabilidad,Cumplimiento de normas y procedimientos,6eecf1e16667a29a33a86b6327e72e3c,2214
160,Contabilidad,"Amplios conocimientos de los diferentes procesos industriales, así como sus requerimientos en cuanto al manejo de fluidos, equipos de bombeo e instrumentación",5b62784ef21585ec04787de6455356b6,3209
18,Software Skills,Lean Manufacturing,cf387b7c4ae075b7811962ace3fc2c7a,2042
26,Gestión de Inventario,definición de indicadores,0832a88c47109e1a16c2315e1bf8e8e7,2639
16,Software Skills,Microsoft Office,cf387b7c4ae075b7811962ace3fc2c7a,1727
40,Gestión de Inventario,Discreción en el manejo de información,6eecf1e16667a29a33a86b6327e72e3c,2330
9,Decision Making,economía,9d6c77a00e6d2af3ea119aba8e58ea18,1537
56,Software Skills,Strong data entry skills with a keen attention to detail,c3035632ecd704cde86c785f211725fb,3681
27,Decision Making,capacidad de planificación,9abab521ac3a97b93435a36702ba8d69,1341
17,Gestión de Inventario,manejo del tiempo,3ab0a986b3c159861d4d241915fa68e3,2851
7,Gestión de Inventario,inglés,4064770554ddd1e601d13b086f54f0a3,3444
8,Finanzas,Finanzas,bd9a51caa939827b01593e92501e886b,496
20,Contabilidad,Contabilidad general,2ac6eff23b66ca70c84fe7bc0fe5c145,3654
78,Gestión de Inventario,"Dominio de herramientas tecnológicas de gestión empresarial (ERP, CRM, etc.)",278bf95ee0a238727a80c3ddef721d04,426
32,Decision Making,Evaluar trabajo de participantes,1795086c42887de70771a4692e7cc792,2410
15,Office Administration,Administración,73129da0695eefdd04133183d1f80e1d,1080
23,Gestión de Inventario,Gestión de inventarios,73129da0695eefdd04133183d1f80e1d,1076
21,Gestión de Inventario,Trabajo bajo presión,df0faf2a0d0cd531c12be3d1fa72fbfa,2935
123,Contabilidad,Proporcionar toda la información necesaria a los auditores externos e internos relacionada con los ajustes por inflación.,83d368ebad67d01e1144ab712988efc3,673
43,Finanzas,Monitorear consolidado de moneda extranjera,73129da0695eefdd04133183d1f80e1d,1023
3,Software Skills,CSS,cf387b7c4ae075b7811962ace3fc2c7a,1831
54,Contabilidad,uso de protecciones tanto colectivas como individuales,bf95493af64a5e86b2ebd3860a559987,1649
35,Contabilidad,Conocimientos en materia tributaria,bd9a51caa939827b01593e92501e886b,472
16,Software Skills,Programas Office,4db8c51854a8ce7530333eb513894a7f,870
35,Decision Making,Pro-activo y orientado a resultados,6124e3fe696f8a3d50ea1f1c4d1ffcde,3501
22,Contabilidad,habilidad comunicativa,9d6c77a00e6d2af3ea119aba8e58ea18,1528
65,Contabilidad,Creatividad e innovación para desarrollar estrategias de impacto,378dc53fd216d7e536d4e5e234e14612,4313
14,Software Skills,Microsoft Word,cf387b7c4ae075b7811962ace3fc2c7a,1961
48,Contabilidad,Conocimientos de informática en MS Excel y Word,51ac65d27e1828908d9213f9686fecdd,3318
47,Contabilidad,Comunicación telefónica y correo electrónico,b57b8b7d4d265dc3a5bdace3321a84e3,3001
12,Gestión de Cambio,flexibilidad,9d6c77a00e6d2af3ea119aba8e58ea18,1558
25,Decision Making,Resolución de conflictos,278bf95ee0a238727a80c3ddef721d04,465
24,Gestión de Inventario,Manejo de Windows Office,dd45d09981723e16e9087c8210b7bf38,3115
27,Contabilidad,buenas habilidades en excel,c1ed47443a6f37b8f2ecb763e98be046,174
23,Administración,procesamientos de pagos,deda5902079076cf0907d081640fdb7a,3878
111,Administración,"Conocimiento de conceptos comerciales y financieros, como cuentas por cobrar, cuentas por pagar y flujo de caja",8358d8bd636aaf5177bdf7b0de44da26,3233
33,Contabilidad,Capacidad para trabajar en equipo,9e5029dc85d5fa8ce1add8c9be3433e7,4129
23,Gestión de Inventario,Gestión de inventarios,73129da0695eefdd04133183d1f80e1d,1028
20,Contabilidad,Dirección de ventas,73129da0695eefdd04133183d1f80e1d,902
8,Gestión de Cambio,flexible,deb4d884f7dd6d51b87c26f3f81829d4,2573
123,Contabilidad,Proporcionar toda la información necesaria a los auditores externos e internos relacionada con los ajustes por inflación.,83d368ebad67d01e1144ab712988efc3,675
3,Software Skills,CSS,cf387b7c4ae075b7811962ace3fc2c7a,1951
19,Gestión de Inventario,manejo de vehículo,0832a88c47109e1a16c2315e1bf8e8e7,2677
16,Software Skills,Microsoft Office,cf387b7c4ae075b7811962ace3fc2c7a,1751
16,Contabilidad,ventas técnicas,0832a88c47109e1a16c2315e1bf8e8e7,2664
17,Software Skills,Microsoft Outlook,cf387b7c4ae075b7811962ace3fc2c7a,1827
22,Decision Making,Capacidad de decisión,bd9a51caa939827b01593e92501e886b,573
20,Gestión de Inventario,Gestión de personal,73129da0695eefdd04133183d1f80e1d,994
22,Decision Making,Capacidad de decisión,cf387b7c4ae075b7811962ace3fc2c7a,1778
51,Contabilidad,Excelente capacidad de comunicación oral y escrita,deda5902079076cf0907d081640fdb7a,3875
41,Gestión de Inventario,Buen manejo de relaciones interpersonales,023663246ed9fa7d1c548c0472afb7b0,4235
71,Contabilidad,elaboración e interpretación de indicadores de inteligencia de ventas,de5bf83641910c6e8170f61d048859fd,3394
41,Gestión de Inventario,herramientas de marketing y comunicación,9d6c77a00e6d2af3ea119aba8e58ea18,1487
27,Contabilidad,Planificación estratégica,a02982a4975198566f6b97503538360b,2803
22,Decision Making,Capacidad de decisión,278bf95ee0a238727a80c3ddef721d04,433
14,Contabilidad,Sistema Profit,4db8c51854a8ce7530333eb513894a7f,876
11,Gestión de Inventario,inventarios,deda5902079076cf0907d081640fdb7a,3774
42,Gestión de Inventario,Optimo manejo de información confidencial,8e02a95b8f3b64c7f5d6962a232cbfad,773
23,Contabilidad,conocimientos contables,deda5902079076cf0907d081640fdb7a,3780
7,Software Skills,AutoCAD,cf387b7c4ae075b7811962ace3fc2c7a,1977
7,Software Skills,AutoCAD,cf387b7c4ae075b7811962ace3fc2c7a,1809
33,Contabilidad,Conciliación de saldos bancarios,d7ba5a77349e41ed339812e64546399d,2693
33,Contabilidad,Capacidad para trabajar en equipo,9e5029dc85d5fa8ce1add8c9be3433e7,4121
36,Contabilidad,procesos administrativos y contables,be6c4ff6bae03c5a0d008198cd2d3501,826
36,Finanzas,Preparación de informes financieros,7867fc6b6f604ca3548b15501a7b753e,1189
14,Contabilidad,concentración,30b9d04886990c09dcf5988233f34ca6,2536
44,Decision Making,Orientación a los resultados y a la calidad,4064770554ddd1e601d13b086f54f0a3,3469
15,Office Administration,Administración,36cb7a04690f649a43ceda002886d6a8,1260
40,Contabilidad,Excelente comunicación verbal y escrita,dd45d09981723e16e9087c8210b7bf38,3104
46,Finanzas,control de las operaciones financieras diarias,deda5902079076cf0907d081640fdb7a,3739
27,Decision Making,Habilidades de negociación,dd45d09981723e16e9087c8210b7bf38,3096
26,Software Skills,Microsoft Excel (avanzado),16adc08fb93ed1d8f6dd92c67552acb1,2477
55,Decision Making,"área aseguradora o banca (reembolsos, siniestros, HCM)",7d1d4a9dfd4bf45098f6deb34a3a55eb,3155
36,Decision Making,Proactivo(a) y orientado(a) al logro,5b62784ef21585ec04787de6455356b6,3182
9,Software Skills,Wordpress,b118ae5e5044fc7f568e443aa444d986,310
26,Decision Making,Evaluación de inversiones,7867fc6b6f604ca3548b15501a7b753e,1173
34,Decision Making,leyes y reglamentos de licitación,0832a88c47109e1a16c2315e1bf8e8e7,2654
34,Decision Making,Contador Publico o carreras afines,83d368ebad67d01e1144ab712988efc3,642
18,Administración,cuentas por cobrar,deda5902079076cf0907d081640fdb7a,3704
17,Decision Making,optimización SEO,a011fade896952ee7c71f4d325e07f02,177
43,Finanzas,Monitorear consolidado de moneda extranjera,73129da0695eefdd04133183d1f80e1d,1029
22,Decision Making,Capacidad de decisión,bd9a51caa939827b01593e92501e886b,593
84,Gestión de Inventario,"Manejo de herramientas de marketing digital (Google Ads, Meta Ads, SEO, entre otros)",378dc53fd216d7e536d4e5e234e14612,4320
42,Decision Making,Buena Comunicación y Relaciones Públicas,8e02a95b8f3b64c7f5d6962a232cbfad,711
56,Gestión de Cambio,adaptación a la dinámica de una empresa en crecimiento,9e5029dc85d5fa8ce1add8c9be3433e7,4141
9,Decision Making,Dinámica,6f355309749f400555c154986d4e4e2b,2899
20,Contabilidad,Dirección de ventas,73129da0695eefdd04133183d1f80e1d,890
21,Gestión de Cambio,Adaptación al cambio,bd9a51caa939827b01593e92501e886b,527
7,Software Skills,AutoCAD,cf387b7c4ae075b7811962ace3fc2c7a,1737
41,Decision Making,capacidad de leer planos arquitectónicos,c87e36c629ca3d7f3ab9c857a5ed7538,2368
12,Decision Making,Estadística,7b29bfbc4093505fbc27c5d5a0c93f91,170
38,Gestión de Inventario,Dominio de Inglés intermedio/avanzado,be6c4ff6bae03c5a0d008198cd2d3501,800
65,Contabilidad,conocimiento de las normas contables nacionales e internacionales,83d368ebad67d01e1144ab712988efc3,668
18,Gestión de Inventario,excelente dicción,36cb7a04690f649a43ceda002886d6a8,1275
55,Contabilidad,Habilidades en el uso de equipos y medidas de seguridad,36ede103074aa1ca09dc4bfdcdcafdd5,1592
41,Gestión de Inventario,Buen manejo de relaciones interpersonales,023663246ed9fa7d1c548c0472afb7b0,4245
33,Gestión de Inventario,Manejo de carteras de inversiones,b57b8b7d4d265dc3a5bdace3321a84e3,2955
20,Gestión de Inventario,Gestión de personal,73129da0695eefdd04133183d1f80e1d,970
3,Software Skills,APU,0832a88c47109e1a16c2315e1bf8e8e7,2674
50,Decision Making,Interpretación de resultados (Tablas y Gráficos),7b29bfbc4093505fbc27c5d5a0c93f91,155
15,Gestión de Inventario,Inglés fluente,2f0dbb2b074d961dcdb649a5021b2b53,388
39,Decision Making,detección de oportunidades de negocios,7d1d4a9dfd4bf45098f6deb34a3a55eb,3146
59,Decision Making,Resolución de problemas y toma de decisiones estratégicas,157109925c3856f376aa33f005be8f33,4001
21,Gestión de Cambio,Adaptación al cambio,dea9e5d64dbd3de9b190b3fdc3582214,2127
40,Gestión de Inventario,Discreción en el manejo de información,6eecf1e16667a29a33a86b6327e72e3c,2316
16,Gestión de Inventario,Excel (avanzado),ba41bb1665573c70568a7f6c9e48143b,390
25,Decision Making,Resolución de conflictos,7867fc6b6f604ca3548b15501a7b753e,1243
35,Decision Making,Elaboración de estados financieros,6c92b1df30fe108dad5b03f26a50480c,1379
51,Office Administration,manejo de programas en paquetes integrados (Office),df0faf2a0d0cd531c12be3d1fa72fbfa,2930
20,Gestión de Inventario,Gestión de personal,cf387b7c4ae075b7811962ace3fc2c7a,2102
30,Contabilidad,Overnight de activos y pasivos,b57b8b7d4d265dc3a5bdace3321a84e3,2990
25,Decision Making,Capacidad de negociación,ac7c38fb581d1d453352678bfe7f5b8e,3416
84,Contabilidad,Conocimiento de normativas y procedimientos relacionados con la industria financiera,1929e2d4b017fd378f84815680eeea17,3296
35,Gestión de Inventario,Sistemas de gestión de inventarios,9abab521ac3a97b93435a36702ba8d69,1352
19,Gestión de Inventario,Gestión de equipos,cf387b7c4ae075b7811962ace3fc2c7a,1846
9,Administración,Liderazgo,278bf95ee0a238727a80c3ddef721d04,449
50,Contabilidad,Conciliación de recepción y depósito de divisas,73129da0695eefdd04133183d1f80e1d,1019
26,Software Skills,Microsoft Excel (avanzado),16adc08fb93ed1d8f6dd92c67552acb1,2471
38,Contabilidad,Supervisar los procedimientos de cobro,8e02a95b8f3b64c7f5d6962a232cbfad,751
16,Software Skills,Microsoft Office,cf387b7c4ae075b7811962ace3fc2c7a,2039
19,Office Administration,Buena organización,dd45d09981723e16e9087c8210b7bf38,3124
88,Decision Making,Elaboración y optimización de layouts de almacén para mejorar la eficiencia operativa,157109925c3856f376aa33f005be8f33,3998
25,Contabilidad,Optimización de procesos,71037c761e77e43af39de9221576c92a,321
7,Software Skills,léxico,9e5029dc85d5fa8ce1add8c9be3433e7,4079
26,Contabilidad,declaraciones en Alcaldía,6c92b1df30fe108dad5b03f26a50480c,1365
39,Gestión de Inventario,Dominio del Excel intermedio o avanzado,79b45e85512430d545253ff75a9f8386,3139
19,Decision Making,Asesorar al cliente,bf95493af64a5e86b2ebd3860a559987,1648
18,Contabilidad,flujos de efectivo,deda5902079076cf0907d081640fdb7a,3716
31,Decision Making,Fuertes habilidades analíticas,50a50a774cfa7759cbc7024e4850812e,2863
76,Gestión de Inventario,Manejo avanzado de herramientas de diseño como Adobe Suite (o equivalentes),9e5029dc85d5fa8ce1add8c9be3433e7,4052
14,Administración,redes sociales,9d6c77a00e6d2af3ea119aba8e58ea18,1557
48,Contabilidad,Conocimientos en Profit Administrativo /contable,6eecf1e16667a29a33a86b6327e72e3c,2205
20,Gestión de Inventario,Gestión de personal,73129da0695eefdd04133183d1f80e1d,1030
21,Gestión de Inventario,Gestión de proyectos,cf387b7c4ae075b7811962ace3fc2c7a,1864
22,Gestión de Inventario,trabajar bajo presión,4def493fd6f3471020564715763099f6,3168
67,Software Skills,"QuickBooks Online, Bill.com, OnPay, or other financial applications",c3035632ecd704cde86c785f211725fb,3690
96,Contabilidad,"Buena forma física, fuerza en las manos y capacidad para levantar pesos de considerable tamaño",3316582af800029fd631788b375ae52c,1596
21,Gestión de Cambio,Adaptación al cambio,7867fc6b6f604ca3548b15501a7b753e,1235
17,Software Skills,Microsoft Outlook,cf387b7c4ae075b7811962ace3fc2c7a,1779
17,Contabilidad,Proceso de mejora,cf387b7c4ae075b7811962ace3fc2c7a,1982
41,Contabilidad,Conocimiento libro de compras y de ventas,deb4d884f7dd6d51b87c26f3f81829d4,2610
35,Finanzas,herramientas de gestión financiera,deda5902079076cf0907d081640fdb7a,3740
47,Contabilidad,evaluar la cartera de crédito global comercial,30b9d04886990c09dcf5988233f34ca6,2534
17,Administración,cuentas por pagar,deda5902079076cf0907d081640fdb7a,3816
79,Contabilidad,"Revisión y supervisión de cuadres diarios de caja, reportes “X” y “Z”",023663246ed9fa7d1c548c0472afb7b0,4254
24,Contabilidad,Sistemas de Computación,8e02a95b8f3b64c7f5d6962a232cbfad,750
66,Contabilidad,verificación de la documentación probatoria de cada transacción,deda5902079076cf0907d081640fdb7a,3867
19,Contabilidad,Motivar el personal,73129da0695eefdd04133183d1f80e1d,907
40,Contabilidad,Excelente comunicación verbal y escrita,378dc53fd216d7e536d4e5e234e14612,4309
64,Gestión de Inventario,"Manejo avanzado de herramientas Office (Word, Excel, PowerPoint)",39ec1821b2457408cb530a156a8a6836,1088
62,Gestión de Inventario,Dominio de Microsoft Excel y otro software de hoja de cálculo,8358d8bd636aaf5177bdf7b0de44da26,3227
43,Finanzas,Monitorear consolidado de moneda extranjera,73129da0695eefdd04133183d1f80e1d,1027
24,Contabilidad,ventas y trade marketing,9d6c77a00e6d2af3ea119aba8e58ea18,1457
95,Decision Making,"Elaboración de fichas académicas (de empresas, de negocios, de estudios del caso empresarial)",98e171952b0eefad2dd2ba9e3a65ab72,33
9,Gestión de Cambio,presencia,36cb7a04690f649a43ceda002886d6a8,1305
15,Office Administration,Administración,cf387b7c4ae075b7811962ace3fc2c7a,2120
8,Software Skills,reportes,deda5902079076cf0907d081640fdb7a,3809
58,Contabilidad,Manejo de sistemas Profit Plus administrativos y contables,bd9a51caa939827b01593e92501e886b,554
30,Decision Making,Poseer muy buena vista y oído,87776ec85e94762a91d9311a9ebc57b7,1664
19,Gestión de Inventario,Dominio del Inglés,87456052857aea48b0a9dae7d23a9986,150
48,Contabilidad,Conocimientos de informática en MS Excel y Word,51ac65d27e1828908d9213f9686fecdd,3314
41,Contabilidad,Conocimiento libro de compras y de ventas,deb4d884f7dd6d51b87c26f3f81829d4,2580
67,Contabilidad,Dominio de pagos fiscales y parafiscales para agentes de retención,023663246ed9fa7d1c548c0472afb7b0,4262
32,Contabilidad,Implementar estrategia de ventas,73129da0695eefdd04133183d1f80e1d,951
23,Gestión de Inventario,Indicadores de gestión,7867fc6b6f604ca3548b15501a7b753e,1240
20,Decision Making,Análisis financiero,278bf95ee0a238727a80c3ddef721d04,460
22,Contabilidad,habilidad comunicativa,9d6c77a00e6d2af3ea119aba8e58ea18,1538
14,Software Skills,Microsoft Word,cf387b7c4ae075b7811962ace3fc2c7a,2093
34,Decision Making,Proactivo y orientado a resultados,2ac6eff23b66ca70c84fe7bc0fe5c145,3597
95,Decision Making,"Elaboración de fichas académicas (de empresas, de negocios, de estudios del caso empresarial)",98e171952b0eefad2dd2ba9e3a65ab72,35
22,Contabilidad,finanzas estratégicas,2b76d277c5a43e765bcaad5f816b215a,3036
11,Gestión de Cambio,Profit Plus,7c6de15bf2c23ed614c095be9bc39497,3248
23,Gestión de Inventario,Gestión de inventarios,73129da0695eefdd04133183d1f80e1d,920
46,Gestión de Inventario,Dispuesto a trabajar bajo presión y en equipo,8e02a95b8f3b64c7f5d6962a232cbfad,761
49,Administración,Realizar seguimiento a las solicitudes realizadas,73129da0695eefdd04133183d1f80e1d,1071
55,Decision Making,"área aseguradora o banca (reembolsos, siniestros, HCM)",7d1d4a9dfd4bf45098f6deb34a3a55eb,3163
25,Decision Making,orientación a resultados,7867fc6b6f604ca3548b15501a7b753e,1223
81,Software Skills,Strong communication skills and the ability to work effectively with team members,c3035632ecd704cde86c785f211725fb,3693
10,Software Skills,Software R,7b29bfbc4093505fbc27c5d5a0c93f91,166
15,Software Skills,Microsoft Excel,cf387b7c4ae075b7811962ace3fc2c7a,2077
46,Gestión de Inventario,Manejo y custodia sobre efectivo y papel valor,a02982a4975198566f6b97503538360b,2750
69,Gestión de Inventario,creación de planes eficientes de gestión de tesorería y de activos,deda5902079076cf0907d081640fdb7a,3731
64,Gestión de Inventario,Conocimientos en indicadores de gestión y gestión por procesos,bd9a51caa939827b01593e92501e886b,534
22,Decision Making,Capacidad de decisión,cf387b7c4ae075b7811962ace3fc2c7a,1776
40,Contabilidad,Conocimientos en productos de tesorería,0f830f4c424187fab4c2d39988269cc6,2884
42,Decision Making,Negociación con instituciones financieras,b57b8b7d4d265dc3a5bdace3321a84e3,2971
29,Gestión de Inventario,Manejo de herramientas Office,3ab0a986b3c159861d4d241915fa68e3,2852
151,Contabilidad,"Uso de útiles propios del puesto de trabajo (carros y ruedas para la reposición del producto empaquetado, cuchillos, cortadora, envasadora de vacío)",bf95493af64a5e86b2ebd3860a559987,1631
23,Contabilidad,escritura de artículos,2f0dbb2b074d961dcdb649a5021b2b53,383
48,Decision Making,análisis e interpretación de datos financieros,deda5902079076cf0907d081640fdb7a,3713
38,Office Administration,sistemas administrativos y tributarios,3ab0a986b3c159861d4d241915fa68e3,2846
14,Gestión de Inventario,Excel avanzado,7867fc6b6f604ca3548b15501a7b753e,1168
21,Decision Making,Orientación al logro,bd9a51caa939827b01593e92501e886b,609
35,Finanzas,herramientas de gestión financiera,deda5902079076cf0907d081640fdb7a,3894
29,Gestión de Inventario,Manejo de herramientas Office,3ab0a986b3c159861d4d241915fa68e3,2844
48,Contabilidad,Conocimientos de informática en MS Excel y Word,51ac65d27e1828908d9213f9686fecdd,3326
25,Contabilidad,Manejo de Sistemas profit,9abab521ac3a97b93435a36702ba8d69,1320
17,Gestión de Inventario,Trabajo en equipo,deb4d884f7dd6d51b87c26f3f81829d4,2605
56,Contabilidad,Excelentes habilidades de comunicación verbal y escrita,8358d8bd636aaf5177bdf7b0de44da26,3230
82,Decision Making,"Organizado, dinámico, orientado al logro de los objetivos y con iniciativa propia",8e02a95b8f3b64c7f5d6962a232cbfad,743
19,Contabilidad,Impulsar las ventas,73129da0695eefdd04133183d1f80e1d,893
34,Finanzas,control y seguimiento de proyectos,2fcc1eb0152faf001feea2e2b57132a3,188
41,Gestión de Cambio,Estilo de diseño minimalista y adaptable,9e5029dc85d5fa8ce1add8c9be3433e7,4136
50,Gestión de Cambio,"adaptación a nuevos proyectos, equipos y entornos",9d6c77a00e6d2af3ea119aba8e58ea18,1568
73,Contabilidad,Actualizar los registros contables reflejando los ajustes por inflación.,83d368ebad67d01e1144ab712988efc3,643
31,Decision Making,El idioma de la misión y local,4064770554ddd1e601d13b086f54f0a3,3466
18,Decision Making,metodologia do MEG,6cc39f36dca64dcd25d352d68b01c367,396
47,Contabilidad,Esforzarse por aprender los procesos operativos,5b2e7c3427b6eaee651905f58aa4993d,1708
23,Gestión de Inventario,Análisis de inventario,583dfbf2f880e7a1c2d719a11ff2a197,134
17,Software Skills,Microsoft Outlook,cf387b7c4ae075b7811962ace3fc2c7a,1815
26,Decision Making,Evaluación de inversiones,7867fc6b6f604ca3548b15501a7b753e,1167
41,Decision Making,capacidad de leer planos arquitectónicos,c87e36c629ca3d7f3ab9c857a5ed7538,2370
53,Contabilidad,"Tributación (IVA, ISLR, impuestos municipales, etc.)",2ac6eff23b66ca70c84fe7bc0fe5c145,3610
56,Software Skills,Strong data entry skills with a keen attention to detail,c3035632ecd704cde86c785f211725fb,3677
20,Gestión de Inventario,Gestión de personal,73129da0695eefdd04133183d1f80e1d,1018
9,Decision Making,Economía,01b7796bab33276c9678233e44a81664,130
34,Contabilidad,Compra y venta de títulos valores,b57b8b7d4d265dc3a5bdace3321a84e3,2974
21,Gestión de Cambio,Adaptación al cambio,bd9a51caa939827b01593e92501e886b,511
42,Contabilidad,Regulaciones contables y fiscales vigentes,2ac6eff23b66ca70c84fe7bc0fe5c145,3616
55,Contabilidad,Habilidades en el uso de equipos y medidas de seguridad,87776ec85e94762a91d9311a9ebc57b7,1697
7,Gestión de Inventario,Diseño,cf387b7c4ae075b7811962ace3fc2c7a,1812
42,Contabilidad,Planificación y organización de recursos,157109925c3856f376aa33f005be8f33,3987
62,Gestión de Inventario,Dominio de Microsoft Excel y otro software de hoja de cálculo,8358d8bd636aaf5177bdf7b0de44da26,3239
8,Software Skills,Facebook,53be96b3df4c517c4e5b9787234c9d7c,76
16,Contabilidad,ventas técnicas,0832a88c47109e1a16c2315e1bf8e8e7,2680
10,Finanzas,financiera,2fcc1eb0152faf001feea2e2b57132a3,192
18,Contabilidad,Venta del producto,bf95493af64a5e86b2ebd3860a559987,1642
22,Gestión de Cambio,Dinamismo/Proactividad,6eecf1e16667a29a33a86b6327e72e3c,2182
11,Software Skills,Call Center,8e02a95b8f3b64c7f5d6962a232cbfad,722
77,Contabilidad,"Dominio de procesos de recepción, almacenamiento, distribución e inventario",157109925c3856f376aa33f005be8f33,4012
31,Decision Making,Capacidad de toma de decisiones,11cb391a58314f6d43b383020bbde9f8,2397
11,Gestión de Cambio,Profit Plus,7c6de15bf2c23ed614c095be9bc39497,3256
79,Contabilidad,Disponibilidad para trabajar de manera presencial cumpliendo horario de oficina,be6c4ff6bae03c5a0d008198cd2d3501,853
33,Decision Making,Aceptación de errores y fracasos,bd9a51caa939827b01593e92501e886b,489
18,Administración,cuentas por cobrar,deda5902079076cf0907d081640fdb7a,3748
11,Contabilidad,Superación,cf387b7c4ae075b7811962ace3fc2c7a,2024
6,Software Skills,Retail,73129da0695eefdd04133183d1f80e1d,894
54,Contabilidad,Excelentes habilidades de comunicación oral y escrita,6124e3fe696f8a3d50ea1f1c4d1ffcde,3535
15,Gestión de Cambio,Responsabilidad,6eecf1e16667a29a33a86b6327e72e3c,2168
18,Contabilidad,gestión de ventas,de5bf83641910c6e8170f61d048859fd,3374
66,Contabilidad,"Capacidad de planificación, organización y gestión de proyectos",378dc53fd216d7e536d4e5e234e14612,4321
20,Decision Making,Atención al cliente,cf387b7c4ae075b7811962ace3fc2c7a,1752
79,Contabilidad,"Revisión y supervisión de cuadres diarios de caja, reportes “X” y “Z”",023663246ed9fa7d1c548c0472afb7b0,4290
20,Contabilidad,Dirección de ventas,73129da0695eefdd04133183d1f80e1d,986
12,Contabilidad,Contabilidad,36cb7a04690f649a43ceda002886d6a8,1294
43,Finanzas,Monitorear consolidado de moneda extranjera,73129da0695eefdd04133183d1f80e1d,1025
18,Contabilidad,Gestión de ventas,73129da0695eefdd04133183d1f80e1d,880
5,Software Skills,orden,e7f7d3989ea0efc710b815cdcc65283f,4165
62,Gestión de Inventario,Dominio de Microsoft Excel y otro software de hoja de cálculo,8358d8bd636aaf5177bdf7b0de44da26,3231
4,Software Skills,Word,4064770554ddd1e601d13b086f54f0a3,3440
30,Decision Making,Buena redacción y ortografía,0f830f4c424187fab4c2d39988269cc6,2893
51,Decision Making,"Total dominio de redacción, dicción y ortografía",023663246ed9fa7d1c548c0472afb7b0,4263
30,Contabilidad,Sistema contable de la empresa,d7ba5a77349e41ed339812e64546399d,2696
20,Decision Making,capacidad analítica,9d6c77a00e6d2af3ea119aba8e58ea18,1478
97,Decision Making,"Conocimientos de mecánica, electromecánica y electrónica (controles, variadores de frecuencia)",5b62784ef21585ec04787de6455356b6,3189
22,Contabilidad,Sistema Galac Software,8e02a95b8f3b64c7f5d6962a232cbfad,764
74,Contabilidad,Familiaridad con estrategias visuales para el sector tecnológico y retail,9e5029dc85d5fa8ce1add8c9be3433e7,4148
